"order_id","customer_id","order_date","total_amount_idr","shipping_city","shipping_province","shipping_cost_idr","payment_method","order_status","promo_code","discount_amount_idr","courier"
ORD000992,CUST0085,"2023-08-13",282607,Pontianak,Kalimantan Barat,41584,OVO,processing,MEMBER10,46393,Anteraja
ORD000994,CUST0113,"2025-01-23",78581,Palembang,Sumatera Selatan,33125,GoPay,delivered,WEEKEND25,10419,JNE
ORD000996,CUST0614,"2022-05-24",816550,Medan,Sumatera Utara,34178,OVO,processing,RAMADAN23,30450,JNE
ORD000997,CUST0010,"2025-02-03",370480,Manado,Sulawesi Utara,35792,Transfer Bank,shipped,HARBOLNAS22,47520,J&T
ORD000999,CUST0782,"2025-02-11",274924,Denpasar,Bali,22498,GoPay,shipped,NEWUSER,24076,J&T
ORD001000,CUST0461,"2023-10-21",1059490,Bekasi,Jawa Barat,13302,GoPay,shipped,SALE2024,36510,JNE
ORD001002,CUST0407,"2023-11-27",63540,Pontianak,Kalimantan Barat,28438,QRIS,shipped,HARBOLNAS22,35460,SiCepat
ORD001004,CUST0521,"2023-02-15",358869,Palembang,Sumatera Selatan,32643,Transfer Bank,processing,RAMADAN23,39131,JNE
ORD001008,CUST0217,"2024-06-08",579682,Surabaya,Jawa Timur,14548,OVO,processing,WEEKEND25,17318,J&T
ORD001009,CUST0758,"2024-11-27",209024,Tangerang,Banten,9850,QRIS,delivered,HARI BELANJA,19976,J&T
ORD001010,CUST0201,"2024-09-27",939078,Yogyakarta,DI Yogyakarta,17309,GoPay,delivered,NEWUSER,27922,SiCepat
ORD001012,CUST0235,"2024-08-20",110744,Tangerang,Banten,9994,GoPay,delivered,MEMBER10,36256,J&T
ORD001015,CUST0057,"2023-10-30",749634,Semarang,Jawa Tengah,12439,Transfer Bank,shipped,RAMADAN23,48366,SiCepat
ORD001017,CUST0198,"2024-05-22",512317,Manado,Sulawesi Utara,42231,Transfer Bank,shipped,MEMBER10,44683,Pos Indonesia
ORD001019,CUST0144,"2022-04-25",770843,Banjarmasin,Kalimantan Selatan,39915,QRIS,processing,WEEKEND25,27157,JNE
ORD001020,CUST0783,"2022-11-14",650160,Tangerang,Banten,12469,GoPay,delivered,NEWUSER,47840,SiCepat
ORD001022,CUST0180,"2023-10-08",379727,Tangerang,Banten,11130,OVO,shipped,MEMBER10,26273,J&T
ORD001026,CUST0120,"2023-12-31",625410,Pontianak,Kalimantan Barat,39875,Transfer Bank,delivered,FLASHSALE,32590,J&T
ORD001027,CUST0674,"2024-10-31",500298,Banjarmasin,Kalimantan Selatan,40608,Transfer Bank,delivered,SALE2024,26702,Anteraja
ORD001032,CUST0024,"2024-03-18",206620,Makassar,Sulawesi Selatan,43592,OVO,delivered,WEEKEND25,31380,SiCepat
ORD001033,CUST0068,"2023-12-24",403757,Makassar,Sulawesi Selatan,35439,Transfer Bank,shipped,MEMBER10,45243,JNE
ORD001034,CUST0788,"2023-03-05",28938,Semarang,Jawa Tengah,13416,Transfer Bank,delivered,HARBOLNAS22,20062,JNE
ORD001035,CUST0764,"2024-04-01",210440,Pontianak,Kalimantan Barat,31119,OVO,shipped,WEEKEND25,47560,Anteraja
ORD001036,CUST0145,"2024-09-01",400339,Medan,Sumatera Utara,39273,GoPay,delivered,HARBOLNAS22,26661,JNE
ORD001039,CUST0303,"2022-06-01",965281,Surabaya,Jawa Timur,12148,OVO,returned,SALE2024,31719,J&T
ORD001041,CUST0241,"2023-05-24",87570,Depok,Jawa Barat,11507,GoPay,delivered,FLASHSALE,20430,Anteraja
ORD001042,CUST0333,"2023-11-14",421406,Padang,Sumatera Barat,31296,OVO,delivered,HARBOLNAS22,25594,JNE
ORD001046,CUST0453,"2024-06-25",1093998,Medan,Sumatera Utara,26437,QRIS,delivered,FLASHSALE,21002,J&T
ORD001047,CUST0186,"2022-04-07",227540,Semarang,Jawa Tengah,16273,OVO,delivered,NEWUSER,10460,JNE
ORD001048,CUST0704,"2025-02-09",1064481,Bandung,Jawa Barat,10866,OVO,shipped,RAMADAN23,31519,SiCepat
ORD001050,CUST0525,"2023-11-04",309833,Bogor,Jawa Barat,12115,Kartu Kredit,returned,MEMBER10,48167,J&T
ORD001052,CUST0175,"2024-03-13",1032202,Palembang,Sumatera Selatan,27625,Transfer Bank,delivered,NEWUSER,43798,SiCepat
ORD001054,CUST0388,"2023-05-27",58481,Pontianak,Kalimantan Barat,33023,OVO,delivered,HARI BELANJA,40519,Pos Indonesia
ORD001055,CUST0398,"2022-11-21",370485,Bekasi,Jawa Barat,9209,OVO,delivered,FLASHSALE,28515,J&T
ORD001056,CUST0014,"2023-04-14",1235353,Depok,Jawa Barat,13948,GoPay,returned,WEEKEND25,30647,J&T
ORD001059,CUST0153,"2022-07-04",1755871,Pontianak,Kalimantan Barat,29206,Transfer Bank,returned,NEWUSER,49129,JNE
ORD001060,CUST0096,"2025-01-16",283544,Pontianak,Kalimantan Barat,40383,Kartu Kredit,processing,SALE2024,45456,J&T
ORD001061,CUST0665,"2023-12-21",665711,Surabaya,Jawa Timur,15163,Transfer Bank,delivered,FLASHSALE,32289,SiCepat
ORD001079,CUST0057,"2023-05-02",111981,Semarang,Jawa Tengah,13842,GoPay,delivered,MEMBER10,37019,J&T
ORD001083,CUST0767,"2025-02-09",504160,Yogyakarta,DI Yogyakarta,15838,Transfer Bank,shipped,FLASHSALE,23840,SiCepat
ORD001089,CUST0625,"2024-12-11",35988,Jakarta,DKI Jakarta,11352,Transfer Bank,delivered,HARI BELANJA,23012,SiCepat
ORD001090,CUST0667,"2023-09-01",267250,Surabaya,Jawa Timur,13279,Transfer Bank,cancelled,FLASHSALE,31750,JNE
ORD001098,CUST0064,"2025-02-01",453536,Bekasi,Jawa Barat,11746,OVO,delivered,NEWUSER,13464,Anteraja
ORD001104,CUST0037,"2023-01-08",764901,Depok,Jawa Barat,10804,Kartu Kredit,delivered,SALE2024,11099,SiCepat
ORD001108,CUST0652,"2024-08-08",123044,Denpasar,Bali,26967,Transfer Bank,returned,FLASHSALE,23956,JNE
ORD001112,CUST0369,"2024-07-21",555256,Pekanbaru,Riau,26677,GoPay,shipped,MEMBER10,43744,JNE
ORD001113,CUST0688,"2025-02-24",179315,Malang,Jawa Timur,18091,OVO,delivered,HARI BELANJA,38685,SiCepat
ORD001115,CUST0652,"2024-06-07",83029,Denpasar,Bali,22109,QRIS,delivered,HARI BELANJA,15971,Anteraja
ORD001116,CUST0778,"2023-09-08",434454,Malang,Jawa Timur,17475,GoPay,delivered,NEWUSER,23546,Anteraja
ORD001117,CUST0469,"2023-04-11",440877,Surabaya,Jawa Timur,12173,Transfer Bank,shipped,WEEKEND25,34123,J&T
ORD001118,CUST0474,"2024-10-22",2006961,Tangerang,Banten,13052,GoPay,delivered,RAMADAN23,39039,J&T
ORD001120,CUST0376,"2022-01-31",631936,Banjarmasin,Kalimantan Selatan,38956,Kartu Kredit,shipped,SALE2024,16064,J&T
ORD001124,CUST0023,"2024-02-06",327169,Tangerang,Banten,9725,Kartu Kredit,cancelled,HARI BELANJA,49831,J&T
ORD001125,CUST0259,"2022-11-08",371831,Bekasi,Jawa Barat,11477,GoPay,delivered,NEWUSER,27169,Anteraja
ORD001126,CUST0515,"2024-08-03",637122,Medan,Sumatera Utara,34843,Kartu Kredit,shipped,RAMADAN23,19878,SiCepat
ORD001128,CUST0052,"2024-11-17",1054372,Semarang,Jawa Tengah,16738,GoPay,delivered,HARBOLNAS22,43628,SiCepat
ORD001132,CUST0505,"2022-09-16",663272,Pontianak,Kalimantan Barat,33651,Transfer Bank,shipped,RAMADAN23,34728,J&T
ORD001134,CUST0774,"2023-01-31",162616,Padang,Sumatera Barat,33393,OVO,cancelled,MEMBER10,36384,JNE
ORD001136,CUST0761,"2024-09-27",611378,Yogyakarta,DI Yogyakarta,13216,OVO,cancelled,HARBOLNAS22,36622,JNE
ORD001138,CUST0146,"2024-06-30",309245,Depok,Jawa Barat,10158,OVO,delivered,RAMADAN23,47755,J&T
ORD001141,CUST0492,"2025-02-04",87492,Pekanbaru,Riau,30046,Kartu Kredit,delivered,HARI BELANJA,41508,J&T
ORD001142,CUST0410,"2022-05-12",168579,Semarang,Jawa Tengah,12039,GoPay,delivered,RAMADAN23,30421,SiCepat
ORD001145,CUST0512,"2023-05-26",100214,Semarang,Jawa Tengah,14376,Kartu Kredit,shipped,WEEKEND25,37786,SiCepat
ORD001147,CUST0386,"2024-08-30",1248929,Padang,Sumatera Barat,26059,OVO,shipped,HARBOLNAS22,48071,SiCepat
ORD001148,CUST0333,"2024-11-15",762437,Palembang,Sumatera Selatan,34943,OVO,delivered,RAMADAN23,14563,SiCepat
ORD001152,CUST0013,"2022-12-29",174051,Bandung,Jawa Barat,13660,Transfer Bank,delivered,WEEKEND25,23949,J&T
ORD001153,CUST0565,"2023-03-14",1402860,Banjarmasin,Kalimantan Selatan,39997,GoPay,delivered,MEMBER10,32140,JNE
ORD001162,CUST0586,"2025-01-20",158895,Manado,Sulawesi Utara,38649,GoPay,delivered,FLASHSALE,40105,J&T
ORD001164,CUST0608,"2024-01-15",2053317,Manado,Sulawesi Utara,36029,GoPay,processing,HARBOLNAS22,42683,J&T
ORD001167,CUST0405,"2023-05-03",106298,Denpasar,Bali,28353,Transfer Bank,delivered,HARBOLNAS22,22702,Pos Indonesia
ORD001168,CUST0315,"2023-03-25",1559672,Bogor,Jawa Barat,11522,GoPay,delivered,SALE2024,34328,SiCepat
ORD001169,CUST0454,"2023-01-20",429390,Surabaya,Jawa Timur,15780,Kartu Kredit,processing,FLASHSALE,19610,SiCepat
ORD001170,CUST0663,"2022-08-13",205242,Balikpapan,Kalimantan Timur,36030,Transfer Bank,delivered,FLASHSALE,23758,J&T
ORD001177,CUST0685,"2023-05-01",1129503,Padang,Sumatera Barat,35686,Transfer Bank,processing,NEWUSER,47497,JNE
ORD001178,CUST0039,"2023-08-20",1000,Padang,Sumatera Barat,35090,OVO,cancelled,FLASHSALE,48000,SiCepat
ORD001181,CUST0591,"2024-07-08",94023,Pekanbaru,Riau,31561,GoPay,shipped,HARI BELANJA,34977,Anteraja
ORD001182,CUST0173,"2023-06-12",237527,Pekanbaru,Riau,28560,Transfer Bank,shipped,MEMBER10,10473,JNE
ORD001191,CUST0093,"2024-09-17",446808,Bandung,Jawa Barat,13645,Transfer Bank,processing,SALE2024,31192,J&T
ORD001192,CUST0060,"2022-01-17",468015,Manado,Sulawesi Utara,43027,GoPay,delivered,WEEKEND25,48985,SiCepat
ORD001193,CUST0338,"2023-02-06",191501,Tangerang,Banten,12185,Transfer Bank,delivered,MEMBER10,37499,J&T
ORD001196,CUST0515,"2024-12-03",40414,Medan,Sumatera Utara,39793,OVO,delivered,FLASHSALE,18586,SiCepat
ORD001197,CUST0557,"2023-12-22",426351,Tangerang,Banten,9822,Kartu Kredit,delivered,HARI BELANJA,22649,J&T
ORD001200,CUST0688,"2024-10-08",698846,Manado,Sulawesi Utara,38746,GoPay,delivered,SALE2024,49154,J&T
ORD001201,CUST0209,"2024-09-30",648687,Makassar,Sulawesi Selatan,42802,Kartu Kredit,returned,NEWUSER,28313,JNE
ORD001207,CUST0718,"2024-02-28",116471,Pontianak,Kalimantan Barat,37546,OVO,shipped,HARBOLNAS22,32529,J&T
ORD001209,CUST0417,"2024-09-23",256045,Medan,Sumatera Utara,35013,GoPay,delivered,FLASHSALE,11955,JNE
ORD001211,CUST0226,"2024-11-18",678749,Tangerang,Banten,13681,OVO,delivered,HARI BELANJA,38251,JNE
ORD001212,CUST0184,"2023-04-22",406536,Medan,Sumatera Utara,33743,Transfer Bank,delivered,MEMBER10,42464,J&T
ORD001213,CUST0143,"2024-11-13",2298567,Medan,Sumatera Utara,29808,OVO,delivered,HARI BELANJA,35433,J&T
ORD001216,CUST0701,"2023-03-03",171423,Pekanbaru,Riau,24164,Transfer Bank,shipped,FLASHSALE,35577,JNE
ORD001217,CUST0035,"2022-06-24",474080,Pontianak,Kalimantan Barat,33061,OVO,cancelled,FLASHSALE,24920,J&T
ORD001218,CUST0339,"2023-02-07",787566,Semarang,Jawa Tengah,16219,Transfer Bank,cancelled,RAMADAN23,10434,JNE
ORD001223,CUST0290,"2024-06-28",938595,Palembang,Sumatera Selatan,25493,Kartu Kredit,delivered,SALE2024,18405,J&T
ORD001224,CUST0655,"2023-06-04",1152526,Bogor,Jawa Barat,13816,QRIS,shipped,SALE2024,43474,SiCepat
ORD001225,CUST0484,"2023-05-15",671821,Medan,Sumatera Utara,32129,GoPay,delivered,HARI BELANJA,15179,JNE
ORD001226,CUST0741,"2024-01-21",1983742,Pekanbaru,Riau,25401,Transfer Bank,processing,RAMADAN23,12258,JNE
ORD001228,CUST0612,"2023-05-12",861073,Pekanbaru,Riau,27109,Transfer Bank,delivered,NEWUSER,25927,JNE
ORD001229,CUST0284,"2024-08-06",465126,Bandung,Jawa Barat,13828,Transfer Bank,delivered,HARI BELANJA,33874,JNE
ORD001230,CUST0757,"2024-12-12",1325469,Bogor,Jawa Barat,10563,OVO,delivered,FLASHSALE,47531,JNE
ORD001232,CUST0330,"2023-01-30",864470,Jakarta,DKI Jakarta,9187,GoPay,shipped,HARI BELANJA,42530,Pos Indonesia
ORD001234,CUST0166,"2024-09-28",947141,Tangerang,Banten,10482,Kartu Kredit,shipped,MEMBER10,38859,JNE
ORD001237,CUST0593,"2024-09-03",1461520,Bekasi,Jawa Barat,13266,OVO,returned,HARBOLNAS22,35480,SiCepat
ORD001242,CUST0599,"2023-09-01",462390,Balikpapan,Kalimantan Timur,43098,Transfer Bank,delivered,HARI BELANJA,36610,J&T
ORD001244,CUST0777,"2022-10-20",444546,Medan,Sumatera Utara,25041,Kartu Kredit,delivered,RAMADAN23,32454,J&T
ORD001245,CUST0493,"2023-11-30",31256,Padang,Sumatera Barat,31441,OVO,delivered,WEEKEND25,17744,J&T
ORD001246,CUST0047,"2024-04-15",737266,Malang,Jawa Timur,16503,Transfer Bank,delivered,FLASHSALE,40734,J&T
ORD001247,CUST0107,"2024-11-12",558425,Depok,Jawa Barat,12636,OVO,delivered,RAMADAN23,40575,Anteraja
ORD001249,CUST0657,"2024-07-25",1131251,Padang,Sumatera Barat,36389,GoPay,shipped,NEWUSER,22749,J&T
ORD001251,CUST0271,"2024-09-15",70973,Balikpapan,Kalimantan Timur,36344,GoPay,delivered,NEWUSER,28027,J&T
ORD001252,CUST0454,"2025-02-21",354645,Makassar,Sulawesi Selatan,40461,Transfer Bank,delivered,MEMBER10,44355,J&T
ORD001253,CUST0626,"2023-04-21",753596,Jakarta,DKI Jakarta,9363,Kartu Kredit,delivered,HARI BELANJA,44404,SiCepat
ORD001257,CUST0664,"2023-12-26",929280,Depok,Jawa Barat,12537,OVO,delivered,HARBOLNAS22,47720,Anteraja
ORD001258,CUST0291,"2024-02-02",1234820,Jakarta,DKI Jakarta,8733,OVO,delivered,HARI BELANJA,41180,J&T
ORD001260,CUST0277,"2024-08-17",542407,Malang,Jawa Timur,21004,GoPay,cancelled,WEEKEND25,44593,Anteraja
ORD001262,CUST0584,"2022-04-16",1083935,Tangerang,Banten,11981,OVO,delivered,HARBOLNAS22,42065,Pos Indonesia
ORD001264,CUST0780,"2024-11-10",619633,Medan,Sumatera Utara,36972,Transfer Bank,returned,NEWUSER,38367,SiCepat
ORD001269,CUST0170,"2025-02-28",1116663,Tangerang,Banten,11168,QRIS,returned,SALE2024,40337,JNE
ORD001270,CUST0214,"2025-01-04",1090801,Padang,Sumatera Barat,34288,OVO,delivered,HARBOLNAS22,35199,J&T
ORD001271,CUST0530,"2022-01-10",876679,Manado,Sulawesi Utara,34038,Kartu Kredit,delivered,HARI BELANJA,49321,JNE
ORD001272,CUST0458,"2024-10-26",652887,Depok,Jawa Barat,10231,Transfer Bank,shipped,RAMADAN23,45113,SiCepat
ORD001273,CUST0161,"2023-11-07",365071,Depok,Jawa Barat,10131,GoPay,delivered,FLASHSALE,33929,JNE
ORD001275,CUST0745,"2024-10-11",217679,Denpasar,Bali,28221,GoPay,delivered,RAMADAN23,31321,SiCepat
ORD001277,CUST0370,"2023-06-20",245391,Palembang,Sumatera Selatan,34674,QRIS,delivered,HARI BELANJA,31609,J&T
ORD001283,CUST0116,"2024-04-09",15854,Malang,Jawa Timur,21425,QRIS,processing,MEMBER10,33146,JNE
ORD001285,CUST0783,"2023-09-02",176959,Tangerang,Banten,11917,Kartu Kredit,delivered,RAMADAN23,41041,SiCepat
ORD001290,CUST0065,"2024-10-07",217483,Pekanbaru,Riau,26642,QRIS,delivered,SALE2024,10517,JNE
ORD001293,CUST0531,"2022-12-18",313833,Banjarmasin,Kalimantan Selatan,41513,Kartu Kredit,delivered,MEMBER10,35167,J&T
ORD001294,CUST0625,"2023-10-20",414172,Jakarta,DKI Jakarta,9021,Transfer Bank,delivered,SALE2024,34828,SiCepat
ORD001298,CUST0338,"2023-07-22",75894,Bekasi,Jawa Barat,12681,OVO,shipped,FLASHSALE,32106,SiCepat
ORD001301,CUST0141,"2022-06-03",514746,Malang,Jawa Timur,14759,OVO,delivered,FLASHSALE,13254,SiCepat
ORD001303,CUST0606,"2024-01-25",1064091,Bandung,Jawa Barat,11697,Transfer Bank,delivered,MEMBER10,32909,J&T
ORD001307,CUST0348,"2024-04-27",252688,Bandung,Jawa Barat,12314,QRIS,delivered,MEMBER10,26312,SiCepat
ORD001308,CUST0090,"2023-07-14",92581,Bandung,Jawa Barat,10354,Transfer Bank,delivered,SALE2024,26419,JNE
ORD001312,CUST0429,"2023-01-29",161982,Medan,Sumatera Utara,29862,Transfer Bank,cancelled,MEMBER10,37018,SiCepat
ORD001313,CUST0768,"2024-06-21",248287,Bekasi,Jawa Barat,9904,OVO,delivered,HARBOLNAS22,30713,JNE
ORD001315,CUST0199,"2023-01-01",341716,Semarang,Jawa Tengah,16425,Kartu Kredit,delivered,SALE2024,16284,SiCepat
ORD001322,CUST0674,"2023-12-27",450363,Medan,Sumatera Utara,34193,GoPay,cancelled,RAMADAN23,48637,JNE
ORD001331,CUST0583,"2023-10-19",463224,Medan,Sumatera Utara,31054,Transfer Bank,delivered,FLASHSALE,35776,SiCepat
ORD001335,CUST0450,"2023-11-21",60773,Bandung,Jawa Barat,12667,QRIS,shipped,RAMADAN23,18227,J&T
ORD001337,CUST0471,"2023-10-09",1130331,Bandung,Jawa Barat,11540,GoPay,shipped,RAMADAN23,36669,J&T
ORD001338,CUST0549,"2023-08-01",335039,Balikpapan,Kalimantan Timur,35167,GoPay,delivered,RAMADAN23,13961,SiCepat
ORD001339,CUST0735,"2022-05-05",980554,Manado,Sulawesi Utara,39765,Transfer Bank,delivered,WEEKEND25,17446,JNE
ORD001342,CUST0332,"2023-03-01",808849,Medan,Sumatera Utara,38607,Transfer Bank,shipped,RAMADAN23,39151,SiCepat
ORD001344,CUST0585,"2024-02-02",258157,Makassar,Sulawesi Selatan,42677,GoPay,delivered,SALE2024,20843,J&T
ORD001348,CUST0119,"2024-02-21",292998,Makassar,Sulawesi Selatan,39345,OVO,shipped,FLASHSALE,36002,J&T
ORD001349,CUST0592,"2024-10-04",516866,Bandung,Jawa Barat,11379,GoPay,delivered,MEMBER10,30134,Anteraja
ORD001350,CUST0447,"2024-09-17",1027046,Depok,Jawa Barat,12303,GoPay,delivered,WEEKEND25,39954,JNE
ORD001351,CUST0685,"2023-10-31",132317,Padang,Sumatera Barat,30821,GoPay,delivered,RAMADAN23,46683,SiCepat
ORD001358,CUST0448,"2024-11-18",321868,Pekanbaru,Riau,25397,OVO,delivered,RAMADAN23,46132,SiCepat
ORD001360,CUST0756,"2025-02-06",44362,Surabaya,Jawa Timur,13902,GoPay,cancelled,NEWUSER,14638,SiCepat
ORD001364,CUST0368,"2022-05-18",1015544,Yogyakarta,DI Yogyakarta,15940,Transfer Bank,delivered,HARBOLNAS22,31456,Anteraja
ORD001365,CUST0628,"2022-05-04",809893,Jakarta,DKI Jakarta,8852,OVO,delivered,NEWUSER,38107,Anteraja
ORD001366,CUST0235,"2023-06-24",37093,Tangerang,Banten,11745,OVO,delivered,WEEKEND25,41907,J&T
ORD001370,CUST0108,"2024-09-17",634614,Yogyakarta,DI Yogyakarta,14972,Transfer Bank,delivered,RAMADAN23,43386,SiCepat
ORD001371,CUST0020,"2023-07-10",47445,Bandung,Jawa Barat,13049,OVO,shipped,MEMBER10,11555,Anteraja
ORD001372,CUST0558,"2022-01-05",68296,Denpasar,Bali,26924,Transfer Bank,shipped,HARI BELANJA,10704,J&T
ORD001375,CUST0585,"2023-01-24",1679712,Makassar,Sulawesi Selatan,32404,OVO,delivered,HARI BELANJA,46288,JNE
ORD001379,CUST0320,"2024-01-08",132375,Bekasi,Jawa Barat,9876,GoPay,delivered,FLASHSALE,25625,J&T
ORD001380,CUST0678,"2023-03-02",553065,Surabaya,Jawa Timur,14284,Kartu Kredit,shipped,WEEKEND25,24935,SiCepat
ORD001384,CUST0033,"2024-08-25",1655929,Balikpapan,Kalimantan Timur,40913,Transfer Bank,delivered,RAMADAN23,39071,SiCepat
ORD001385,CUST0376,"2024-09-23",708738,Banjarmasin,Kalimantan Selatan,32579,Transfer Bank,cancelled,WEEKEND25,18262,Pos Indonesia
ORD001390,CUST0290,"2024-02-04",164165,Semarang,Jawa Tengah,12484,Transfer Bank,delivered,FLASHSALE,34835,Pos Indonesia
ORD001394,CUST0209,"2022-01-12",1128141,Yogyakarta,DI Yogyakarta,13617,QRIS,delivered,WEEKEND25,17859,JNE
ORD001399,CUST0600,"2024-11-27",489940,Pontianak,Kalimantan Barat,31470,GoPay,processing,MEMBER10,47060,SiCepat
ORD001404,CUST0370,"2024-02-23",42844,Palembang,Sumatera Selatan,25297,Transfer Bank,delivered,MEMBER10,26156,JNE
ORD001406,CUST0512,"2024-05-19",499844,Semarang,Jawa Tengah,14150,GoPay,processing,NEWUSER,17156,SiCepat
ORD001407,CUST0505,"2024-05-22",977423,Pontianak,Kalimantan Barat,38792,Kartu Kredit,delivered,HARBOLNAS22,20577,JNE
ORD001408,CUST0219,"2024-04-13",149771,Makassar,Sulawesi Selatan,37795,GoPay,delivered,HARBOLNAS22,28229,Anteraja
ORD001413,CUST0714,"2024-10-22",85663,Medan,Sumatera Utara,37944,QRIS,delivered,HARBOLNAS22,33337,Anteraja
ORD001416,CUST0422,"2024-01-01",425248,Makassar,Sulawesi Selatan,37734,Transfer Bank,delivered,MEMBER10,32752,SiCepat
ORD001417,CUST0185,"2023-11-23",1134044,Padang,Sumatera Barat,30775,Kartu Kredit,delivered,HARBOLNAS22,22956,JNE
ORD001421,CUST0132,"2023-09-14",285987,Medan,Sumatera Utara,33850,QRIS,delivered,FLASHSALE,13013,SiCepat
ORD001424,CUST0369,"2024-08-09",253970,Pekanbaru,Riau,23409,Transfer Bank,shipped,RAMADAN23,43030,Anteraja
ORD001426,CUST0442,"2024-06-22",369816,Palembang,Sumatera Selatan,30544,QRIS,cancelled,HARBOLNAS22,29184,JNE
ORD001427,CUST0041,"2023-10-07",471545,Manado,Sulawesi Utara,33118,Kartu Kredit,processing,HARBOLNAS22,24455,J&T
ORD001435,CUST0742,"2023-02-09",102077,Bandung,Jawa Barat,14144,GoPay,delivered,NEWUSER,26923,JNE
ORD001436,CUST0703,"2024-02-21",383132,Semarang,Jawa Tengah,13678,OVO,delivered,RAMADAN23,23868,J&T
ORD001439,CUST0461,"2024-07-30",206224,Bekasi,Jawa Barat,12881,OVO,delivered,HARBOLNAS22,42776,Anteraja
ORD001440,CUST0688,"2024-06-28",4318,Malang,Jawa Timur,18801,GoPay,delivered,HARI BELANJA,44682,J&T
ORD001441,CUST0138,"2024-09-16",350012,Padang,Sumatera Barat,29907,Transfer Bank,delivered,SALE2024,48988,JNE
ORD001442,CUST0550,"2023-11-08",309895,Depok,Jawa Barat,12537,Kartu Kredit,delivered,HARBOLNAS22,26105,JNE
ORD001443,CUST0167,"2024-02-09",492688,Medan,Sumatera Utara,28178,Transfer Bank,shipped,RAMADAN23,43312,Pos Indonesia
ORD001453,CUST0242,"2024-11-12",315484,Bekasi,Jawa Barat,10275,Transfer Bank,shipped,NEWUSER,13516,J&T
ORD001456,CUST0579,"2024-08-01",93560,Palembang,Sumatera Selatan,26420,Transfer Bank,cancelled,SALE2024,25440,JNE
ORD001458,CUST0067,"2023-08-12",72070,Jakarta,DKI Jakarta,8922,GoPay,delivered,WEEKEND25,16930,Anteraja
ORD001469,CUST0779,"2024-09-10",135271,Bandung,Jawa Barat,12737,Transfer Bank,delivered,RAMADAN23,43729,JNE
ORD001472,CUST0653,"2022-01-19",772937,Denpasar,Bali,22095,GoPay,shipped,SALE2024,25063,J&T
ORD001478,CUST0017,"2024-06-19",526544,Surabaya,Jawa Timur,17187,GoPay,delivered,SALE2024,31456,SiCepat
ORD001479,CUST0459,"2024-03-16",643389,Bekasi,Jawa Barat,11491,OVO,cancelled,SALE2024,22611,Anteraja
ORD001480,CUST0800,"2024-04-09",679925,Padang,Sumatera Barat,31052,GoPay,delivered,WEEKEND25,44075,J&T
ORD001483,CUST0600,"2022-03-21",562969,Semarang,Jawa Tengah,16046,QRIS,shipped,HARBOLNAS22,15031,SiCepat
ORD001484,CUST0395,"2023-09-25",424789,Makassar,Sulawesi Selatan,30509,Transfer Bank,delivered,WEEKEND25,24211,J&T
ORD001485,CUST0696,"2022-01-19",777391,Medan,Sumatera Utara,26303,Transfer Bank,delivered,FLASHSALE,49609,JNE
ORD001491,CUST0728,"2023-05-23",232216,Malang,Jawa Timur,15912,Transfer Bank,shipped,SALE2024,15784,J&T
ORD001492,CUST0226,"2022-07-15",112728,Surabaya,Jawa Timur,17943,Transfer Bank,delivered,RAMADAN23,36272,Anteraja
ORD001496,CUST0514,"2023-09-10",2357,Pontianak,Kalimantan Barat,36018,GoPay,delivered,HARBOLNAS22,46643,J&T
ORD001498,CUST0168,"2023-08-21",1326669,Banjarmasin,Kalimantan Selatan,35253,Transfer Bank,shipped,RAMADAN23,20331,J&T
ORD001500,CUST0066,"2022-08-21",140169,Malang,Jawa Timur,16237,Kartu Kredit,delivered,FLASHSALE,38831,JNE
ORD001501,CUST0581,"2023-09-18",552413,Jakarta,DKI Jakarta,8799,OVO,delivered,MEMBER10,45587,Anteraja
ORD001504,CUST0314,"2023-08-28",798137,Surabaya,Jawa Timur,13056,Kartu Kredit,shipped,SALE2024,38863,J&T
ORD001507,CUST0643,"2022-12-29",101531,Surabaya,Jawa Timur,17016,Transfer Bank,delivered,MEMBER10,27469,SiCepat
ORD001510,CUST0400,"2024-01-28",202261,Manado,Sulawesi Utara,38948,Transfer Bank,delivered,NEWUSER,26739,JNE
ORD001512,CUST0291,"2023-06-12",1057383,Denpasar,Bali,21920,OVO,cancelled,RAMADAN23,40617,Anteraja
ORD001514,CUST0308,"2023-09-04",13612,Bandung,Jawa Barat,11322,OVO,delivered,MEMBER10,35388,Anteraja
ORD001515,CUST0296,"2023-10-29",224399,Manado,Sulawesi Utara,39244,Transfer Bank,delivered,RAMADAN23,33601,JNE
ORD001518,CUST0245,"2024-09-21",392253,Bogor,Jawa Barat,13145,QRIS,delivered,HARBOLNAS22,34747,SiCepat
ORD001519,CUST0610,"2024-04-24",531920,Depok,Jawa Barat,11535,OVO,cancelled,WEEKEND25,15080,JNE
ORD001520,CUST0792,"2023-02-12",725729,Palembang,Sumatera Selatan,23677,Transfer Bank,delivered,HARBOLNAS22,22271,JNE
ORD001521,CUST0493,"2023-10-18",379759,Padang,Sumatera Barat,32379,QRIS,shipped,MEMBER10,19241,JNE
ORD001528,CUST0634,"2024-07-14",1178512,Pekanbaru,Riau,32115,GoPay,delivered,MEMBER10,18488,SiCepat
ORD001529,CUST0399,"2023-03-13",746921,Banjarmasin,Kalimantan Selatan,38738,Transfer Bank,delivered,NEWUSER,31079,JNE
